HASHID,Version,Storage,Wells,Drains
c1b9e23dc51c3091596dba04fd85d7f8,TRBAR96,8253917184,2437269760,20394682368
c1b9e23dc51c3091596dba04fd85d7f8,TRMAC96,11542456320,2437277184,32822224896
c1b9e23dc51c3091596dba04fd85d7f8,TRNAT96,11500210176,2437277184,31792891904
c1b9e23dc51c3091596dba04fd85d7f8,TRold96,8877532160,2381278720,20263577600
c2974cd3e5dbcc5627ee2ed9e16cadd4,TRBAR96,8255168512,2338066688,20481413120
c2974cd3e5dbcc5627ee2ed9e16cadd4,TRMAC96,11543098368,2402156800,32854300672
c2974cd3e5dbcc5627ee2ed9e16cadd4,TRNAT96,11500694528,2402156800,31825106944
c2974cd3e5dbcc5627ee2ed9e16cadd4,TRold96,8877546496,2332147200,20309585920
c4363972379e2a718d54318221ff617d,TRBAR96,8254753792,2293344768,20530864128
c4363972379e2a718d54318221ff617d,TRMAC96,11541793792,2293353216,32962342912
c4363972379e2a718d54318221ff617d,TRNAT96,11499768832,2293353216,31930615808
c4363972379e2a718d54318221ff617d,TRold96,8874954752,2237252096,20403269632
c577fa22b5de63dd332923450f0d1187,TRBAR96,8254010880,2138261632,20671707136
c577fa22b5de63dd332923450f0d1187,TRMAC96,11542795264,2138266112,33107300352
c577fa22b5de63dd332923450f0d1187,TRNAT96,11500065792,2138266112,32073895936
c577fa22b5de63dd332923450f0d1187,TRold96,8921781248,2082166400,20572649472
c5e02e7c8196686308c9063f1bed473b,TRBAR96,8252547584,2124659584,20682254336
c5e02e7c8196686308c9063f1bed473b,TRMAC96,11542500352,2124665856,33119805440
c5e02e7c8196686308c9063f1bed473b,TRNAT96,11499493376,2124665856,32088037376
c5e02e7c8196686308c9063f1bed473b,TRold96,8921157632,2121378176,20538787840
c7e764fbf7a307a66ce304ba6af7a6ca,TRBAR96,8253993472,2135354112,20674496512
c7e764fbf7a307a66ce304ba6af7a6ca,TRMAC96,11542802432,2135358720,33110095872
c7e764fbf7a307a66ce304ba6af7a6ca,TRNAT96,11500059648,2135358720,32076716032
c7e764fbf7a307a66ce304ba6af7a6ca,TRold96,8923173888,2079316480,20576045056
caef43118847bf3713e33354baa8dda1,TRBAR96,8252550144,2124286720,20682635264
caef43118847bf3713e33354baa8dda1,TRMAC96,11542501376,2124294272,33120204800
caef43118847bf3713e33354baa8dda1,TRNAT96,11499492352,2124294272,32088426496
caef43118847bf3713e33354baa8dda1,TRold96,8921155584,2121007872,20539183104
cf2f6c752b5e584bef208db9f82f1ad5,TRBAR96,8253974016,2125663360,20683843584
cf2f6c752b5e584bef208db9f82f1ad5,TRMAC96,11542812672,2125667584,33119547392
cf2f6c752b5e584bef208db9f82f1ad5,TRNAT96,11500068864,2125667584,32086216704
cf2f6c752b5e584bef208db9f82f1ad5,TRold96,8873843712,2069848704,20557608960
cf8c271ee3b10e8b67afa7671a96b138,TRBAR96,8252580352,2114968448,20691703808
cf8c271ee3b10e8b67afa7671a96b138,TRMAC96,11542496256,2114974592,33129168896
cf8c271ee3b10e8b67afa7671a96b138,TRNAT96,11499445248,2114974592,32097654784
cf8c271ee3b10e8b67afa7671a96b138,TRold96,8920901632,2111658240,20548435968
d25ff41d54fb5e7a3550150a2aeaf6d7,TRBAR96,8253960704,2240887552,20576100352
d25ff41d54fb5e7a3550150a2aeaf6d7,TRMAC96,11543363584,2240893184,33010067456
d25ff41d54fb5e7a3550150a2aeaf6d7,TRNAT96,11500424192,2240893184,31977443328
d25ff41d54fb5e7a3550150a2aeaf6d7,TRold96,8875649024,2185180416,20447635456
d5a16ab78e3e94d792e0612b03970f21,TRBAR96,8254937088,2234907648,20584855552
d5a16ab78e3e94d792e0612b03970f21,TRMAC96,11542916096,2234914048,33018867712
d5a16ab78e3e94d792e0612b03970f21,TRNAT96,11500516352,2234914048,31985999872
d5a16ab78e3e94d792e0612b03970f21,TRold96,8925726720,2178727936,20481323008
d618e40ba9ba5b2b4f79b9460c8b45d1,TRBAR96,8252166144,2047349376,20755732480
d618e40ba9ba5b2b4f79b9460c8b45d1,TRMAC96,11541950464,2047354624,33193398272
d618e40ba9ba5b2b4f79b9460c8b45d1,TRNAT96,11499201536,2047354624,32160075776
d618e40ba9ba5b2b4f79b9460c8b45d1,TRold96,8871206912,2042153600,20585754624
d71cf02ebf0951517d235d7f793225f4,TRBAR96,8253897216,2134128256,20675012608
d71cf02ebf0951517d235d7f793225f4,TRMAC96,11543102464,2134134272,33110157312
d71cf02ebf0951517d235d7f793225f4,TRNAT96,11500126208,2134134272,32077518848
d71cf02ebf0951517d235d7f793225f4,TRold96,8875085824,2078319488,20544073728
d988742b46e3b6bac017a1f2f226317f,TRBAR96,8252578816,2115936896,20690771968
d988742b46e3b6bac017a1f2f226317f,TRMAC96,11542494208,2115943424,33128300544
d988742b46e3b6bac017a1f2f226317f,TRNAT96,11499443200,2115943424,32096737280
d988742b46e3b6bac017a1f2f226317f,TRold96,8920904704,2112627712,20547493888
d9a9f77d3f8728cce317a22c2f1eacca,TRBAR96,8252550656,2123285888,20683608064
d9a9f77d3f8728cce317a22c2f1eacca,TRMAC96,11542500352,2123291648,33121193984
d9a9f77d3f8728cce317a22c2f1eacca,TRNAT96,11499490304,2123291648,32089446400
d9a9f77d3f8728cce317a22c2f1eacca,TRold96,8921155584,2120002944,20540207104
d9cf55280f611817679c15961a57d398,TRBAR96,8252550144,2123951232,20682979328
d9cf55280f611817679c15961a57d398,TRMAC96,11542501376,2123958400,33120512000
d9cf55280f611817679c15961a57d398,TRNAT96,11499491328,2123958400,32088782848
d9cf55280f611817679c15961a57d398,TRold96,8921155584,2120674560,20539523072
dace80b17f385eae8bc3915085ec5477,TRBAR96,8253972480,2128571904,20681070592
dace80b17f385eae8bc3915085ec5477,TRMAC96,11542809600,2128577152,33116737536
dace80b17f385eae8bc3915085ec5477,TRNAT96,11500071936,2128577152,32083314688
dace80b17f385eae8bc3915085ec5477,TRold96,8874020864,2072662272,20553218048
dd132ecae1083c6132ce1d0e247b5e43,TRBAR96,8252531200,2115497344,20691161088
dd132ecae1083c6132ce1d0e247b5e43,TRMAC96,11542494208,2115503872,33128781824
dd132ecae1083c6132ce1d0e247b5e43,TRNAT96,11499435008,2115503872,32097202176
dd132ecae1083c6132ce1d0e247b5e43,TRold96,8920905728,2112188800,20548040704
de9f00371adf20432d94a91235db50d4,TRBAR96,8254930432,2233033728,20586680320
de9f00371adf20432d94a91235db50d4,TRMAC96,11542917120,2233040896,33020700672
de9f00371adf20432d94a91235db50d4,TRNAT96,11500514304,2233040896,31987822592
de9f00371adf20432d94a91235db50d4,TRold96,8926010368,2176970240,20486006784
df99d302909116e39ee2028ce3c1d044,TRBAR96,8255465472,2332123648,20486948864
df99d302909116e39ee2028ce3c1d044,TRMAC96,11542718464,2396212480,32860188672
df99d302909116e39ee2028ce3c1d044,TRNAT96,11500682240,2396212480,31830218752
df99d302909116e39ee2028ce3c1d044,TRold96,8877839360,2325962496,20315723776
e574f15158d880bb6a8cf02d23dea660,TRBAR96,8252551168,2123687808,20683153408
e574f15158d880bb6a8cf02d23dea660,TRMAC96,11542501376,2123693952,33120759808
e574f15158d880bb6a8cf02d23dea660,TRNAT96,11499428864,2123693952,32089192448
e574f15158d880bb6a8cf02d23dea660,TRold96,8921154560,2120406912,20539734016
f2f493fe58e9b066702a8fcda0fa15b8,TRBAR96,8252529664,2114528128,20692117504
f2f493fe58e9b066702a8fcda0fa15b8,TRMAC96,11542491136,2114535424,33129699328
f2f493fe58e9b066702a8fcda0fa15b8,TRNAT96,11499440128,2114535424,32098179072
f2f493fe58e9b066702a8fcda0fa15b8,TRold96,8920903680,2111218688,20548950016
f50f3817993ce00ee46f746dd775229e,TRBAR96,8243643904,2329792000,20484499456
f50f3817993ce00ee46f746dd775229e,TRMAC96,11541769216,2393954816,32867688448
f50f3817993ce00ee46f746dd775229e,TRNAT96,11499442176,2393954816,31836860416
f50f3817993ce00ee46f746dd775229e,TRold96,8891644928,2323513600,20315172864
f5532b855fba11e0a31b3f10016e1220,TRBAR96,8253972992,2126633344,20682928128
f5532b855fba11e0a31b3f10016e1220,TRMAC96,11542809600,2126640256,33118586880
f5532b855fba11e0a31b3f10016e1220,TRNAT96,11500070912,2126640256,32085174272
f5532b855fba11e0a31b3f10016e1220,TRold96,8873842688,2070817024,20556675072
f75c583b9075dcdfc5e9b97e8add6990,TRBAR96,8229511680,2544004352,20279693312
f75c583b9075dcdfc5e9b97e8add6990,TRMAC96,11541946368,2544030720,32727103488
f75c583b9075dcdfc5e9b97e8add6990,TRNAT96,11498865664,2544030720,31697721344
f75c583b9075dcdfc5e9b97e8add6990,TRold96,8904759296,2487805440,20178499584
f7c3cba85347c8ced453bdd924bc7491,TRBAR96,8252569600,2112061312,20694505472
f7c3cba85347c8ced453bdd924bc7491,TRMAC96,11542504448,2112067840,33131997184
f7c3cba85347c8ced453bdd924bc7491,TRNAT96,11499441152,2112067840,32100503552
f7c3cba85347c8ced453bdd924bc7491,TRold96,8921376768,2108783488,20550279168
fa456924f44ebf00661819f623d6038e,TRBAR96,8252566016,2108716800,20697829376
fa456924f44ebf00661819f623d6038e,TRMAC96,11542501376,2108722432,33135308800
fa456924f44ebf00661819f623d6038e,TRNAT96,11499430912,2108722432,32103784448
fa456924f44ebf00661819f623d6038e,TRold96,8921372672,2105435264,20553615360
fb02ca16009b8624bea3caf47287b53c,TRBAR96,8252555264,2120942848,20685946880
fb02ca16009b8624bea3caf47287b53c,TRMAC96,11542496256,2120949120,33123540992
fb02ca16009b8624bea3caf47287b53c,TRNAT96,11499491328,2120949120,32091756544
fb02ca16009b8624bea3caf47287b53c,TRold96,8921156608,2117663360,20542513152
fd2e2e1a80d26924050999e52a1de304,TRBAR96,8266930688,2123933184,20695345152
fd2e2e1a80d26924050999e52a1de304,TRMAC96,11543142400,2123933184,33119574016
fd2e2e1a80d26924050999e52a1de304,TRNAT96,11500111872,2123933184,32086833152
fd2e2e1a80d26924050999e52a1de304,TRold96,8921388032,2068149888,20581994496
fde464f51691a29f5c4fdba4c9a92a42,TRBAR96,8265474560,2110641408,20705130496
fde464f51691a29f5c4fdba4c9a92a42,TRMAC96,11542457344,2110641408,33132951552
fde464f51691a29f5c4fdba4c9a92a42,TRNAT96,11499713536,2110641408,32100579328
fde464f51691a29f5c4fdba4c9a92a42,TRold96,8916083712,2109127296,20600082432
febdd2baaf5facd0afca75c825c8e7ec,TRBAR96,8252551168,2122949632,20683986944
febdd2baaf5facd0afca75c825c8e7ec,TRMAC96,11542497280,2122955904,33121546240
febdd2baaf5facd0afca75c825c8e7ec,TRNAT96,11499491328,2122955904,32089767936
febdd2baaf5facd0afca75c825c8e7ec,TRold96,8921156608,2119670272,20540534784
